REF_DATE,GEO,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2021,Province 11,Third quintile,Owned living quarters,Dollars,C1078,9071,Couple families,35 to 44 years,"$30,000 and over",39790
2021,Province 11,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1079,3483,Couple families,35 to 44 years,"$35,000 and over",39540
2021,Province 11,Third quintile,Other accommodation,Dollars,C1080,665,Couple families,35 to 44 years,"$40,000 and over",39290
2021,Province 11,Third quintile,Household operations,Dollars,C1081,5073,Couple families,35 to 44 years,"$45,000 and over",39010
2021,Province 11,Third quintile,Communications,Dollars,C1082,2842,Couple families,35 to 44 years,"$50,000 and over",38680
2021,Province 11,Third quintile,Household furnishings and equipment,Dollars,C1083,2384,Couple families,35 to 44 years,"$60,000 and over",37840
2021,Province 11,Third quintile,Household furnishings,Dollars,C1084,990,Couple families,35 to 44 years,"$70,000 and over",36820
2021,Province 11,Third quintile,Household equipment,Dollars,C1085,1206,Couple families,35 to 44 years,"$75,000 and over",36160
2021,Province 11,Third quintile,Household appliances,Dollars,C1086,546,Couple families,35 to 44 years,"$80,000 and over",35440
2021,Province 11,Third quintile,Clothing and accessories,Dollars,C1087,1851,Couple families,35 to 44 years,"$90,000 and over",33530
2021,Province 11,Third quintile,Transportation,Dollars,C1088,9664,Couple families,35 to 44 years,Median total income,138070
2021,Province 11,Fourth quintile,Total expenditure,Dollars,C1089,108903,Couple families,45 to 54 years,All income groups,34270
2021,Province 11,Fourth quintile,Food purchased from stores,Dollars,C1090,10801,Couple families,45 to 54 years,"Under $10,000",110
2021,Province 11,Fourth quintile,Food purchased from restaurants,Dollars,C1091,3347,Couple families,45 to 54 years,"$10,000 and over",34160
2021,Province 11,Fourth quintile,Shelter,Dollars,C1092,22589,Couple families,45 to 54 years,"$15,000 and over",34100
2021,Province 11,Fourth quintile,Principal accommodation,Dollars,C1093,21110,Couple families,45 to 54 years,"$20,000 and over",34020
2021,Province 11,Fourth quintile,Rented living quarters,Dollars,C1094,2254,Couple families,45 to 54 years,"$25,000 and over",33890
2021,Province 11,Fourth quintile,Owned living quarters,Dollars,C1095,14821,Couple families,45 to 54 years,"$30,000 and over",33780
2021,Province 11,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1096,4035,Couple families,45 to 54 years,"$35,000 and over",33630
2021,Province 11,Fourth quintile,Other accommodation,Dollars,C1097,1479,Couple families,45 to 54 years,"$40,000 and over",33490
2021,Province 11,Fourth quintile,Household operations,Dollars,C1098,6547,Couple families,45 to 54 years,"$45,000 and over",33320
2021,Province 11,Fourth quintile,Communications,Dollars,C1099,3577,Couple families,45 to 54 years,"$50,000 and over",33130
2021,Province 11,Fourth quintile,Household furnishings and equipment,Dollars,C1100,3576,Couple families,45 to 54 years,"$60,000 and over",32650
2021,Province 11,Fourth quintile,Household furnishings,Dollars,C1101,1422,Couple families,45 to 54 years,"$70,000 and over",31970
2021,Province 11,Fourth quintile,Household equipment,Dollars,C1102,1882,Couple families,45 to 54 years,"$75,000 and over",31550
2021,Province 11,Fourth quintile,Household appliances,Dollars,C1103,720,Couple families,45 to 54 years,"$80,000 and over",31050
2021,Province 11,Fourth quintile,Clothing and accessories,Dollars,C1104,2463,Couple families,45 to 54 years,"$90,000 and over",29960
2021,Province 11,Fourth quintile,Transportation,Dollars,C1105,12344,Couple families,45 to 54 years,Median total income,158350
2021,Province 11,Highest quintile,Total expenditure,Dollars,C1106,172883,Couple families,55 to 64 years,All income groups,37820
2021,Province 11,Highest quintile,Food purchased from stores,Dollars,C1107,11915,Couple families,55 to 64 years,"Under $10,000",90
2021,Province 11,Highest quintile,Food purchased from restaurants,Dollars,C1108,5522,Couple families,55 to 64 years,"$10,000 and over",37730
2021,Province 11,Highest quintile,Shelter,Dollars,C1109,29629,Couple families,55 to 64 years,"$15,000 and over",37670
2021,Province 11,Highest quintile,Principal accommodation,Dollars,C1110,25292,Couple families,55 to 64 years,"$20,000 and over",37570
2021,Province 11,Highest quintile,Owned living quarters,Dollars,C1112,20087,Couple families,55 to 64 years,"$30,000 and over",37230
2021,Province 11,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1113,4619,Couple families,55 to 64 years,"$35,000 and over",37000
2021,Province 11,Highest quintile,Other accommodation,Dollars,C1114,4337,Couple families,55 to 64 years,"$40,000 and over",36750
2021,Province 11,Highest quintile,Household operations,Dollars,C1115,9046,Couple families,55 to 64 years,"$45,000 and over",36420
2021,Province 11,Highest quintile,Communications,Dollars,C1116,4244,Couple families,55 to 64 years,"$50,000 and over",35980
2021,Province 11,Highest quintile,Household furnishings and equipment,Dollars,C1117,6320,Couple families,55 to 64 years,"$60,000 and over",34790
2021,Province 11,Highest quintile,Household furnishings,Dollars,C1118,2096,Couple families,55 to 64 years,"$70,000 and over",33260
2021,Province 11,Highest quintile,Household equipment,Dollars,C1119,3867,Couple families,55 to 64 years,"$75,000 and over",32320
2021,Province 11,Highest quintile,Household appliances,Dollars,C1120,1073,Couple families,55 to 64 years,"$80,000 and over",31300
2021,Province 11,Highest quintile,Clothing and accessories,Dollars,C1121,3662,Couple families,55 to 64 years,"$90,000 and over",29090
2021,Province 11,Highest quintile,Transportation,Dollars,C1122,18119,Couple families,55 to 64 years,Median total income,131890
2021,Province 12,All quintiles,Total expenditure,Dollars,C1123,103472,Couple families,Total all ages,All income groups,53150
2021,Province 12,All quintiles,Food purchased from stores,Dollars,C1124,9199,Couple families,Total all ages,"Under $10,000",300
2021,Province 12,All quintiles,Food purchased from restaurants,Dollars,C1125,2609,Couple families,Total all ages,"$10,000 and over",52850
2021,Province 12,All quintiles,Shelter,Dollars,C1126,23294,Couple families,Total all ages,"$15,000 and over",52680
2021,Province 12,All quintiles,Principal accommodation,Dollars,C1127,21463,Couple families,Total all ages,"$20,000 and over",52430
2021,Province 12,All quintiles,Rented living quarters,Dollars,C1128,3209,Couple families,Total all ages,"$25,000 and over",52030
2021,Province 12,All quintiles,Owned living quarters,Dollars,C1129,14484,Couple families,Total all ages,"$30,000 and over",51590
2021,Province 12,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C1130,3770,Couple families,Total all ages,"$35,000 and over",50490
2021,Province 12,All quintiles,Other accommodation,Dollars,C1131,1831,Couple families,Total all ages,"$40,000 and over",48570
2021,Province 12,All quintiles,Household operations,Dollars,C1132,6663,Couple families,Total all ages,"$45,000 and over",46840
2021,Province 12,All quintiles,Communications,Dollars,C1133,3456,Couple families,Total all ages,"$50,000 and over",45140
2021,Province 12,All quintiles,Household furnishings and equipment,Dollars,C1134,3863,Couple families,Total all ages,"$60,000 and over",41730
2021,Province 12,All quintiles,Household furnishings,Dollars,C1135,1603,Couple families,Total all ages,"$70,000 and over",38070
2021,Province 12,All quintiles,Household equipment,Dollars,C1136,1949,Couple families,Total all ages,"$75,000 and over",36190
2021,Province 12,All quintiles,Household appliances,Dollars,C1137,938,Couple families,Total all ages,"$80,000 and over",34270
2021,Province 12,All quintiles,Clothing and accessories,Dollars,C1138,2474,Couple families,Total all ages,"$90,000 and over",30460
2021,Province 12,All quintiles,Transportation,Dollars,C1139,11066,Couple families,Total all ages,Median total income,100280
2021,Province 12,Lowest quintile,Total expenditure,Dollars,C1140,43045,Couple families,0 to 24 years,All income groups,1050
2021,Province 12,Lowest quintile,Food purchased from stores,Dollars,C1141,5031,Couple families,0 to 24 years,"Under $10,000",20
2021,Province 12,Lowest quintile,Food purchased from restaurants,Dollars,C1142,1592,Couple families,0 to 24 years,"$10,000 and over",1030
2021,Province 12,Lowest quintile,Shelter,Dollars,C1143,13927,Couple families,0 to 24 years,"$15,000 and over",1010
2021,Province 12,Lowest quintile,Principal accommodation,Dollars,C1144,13440,Couple families,0 to 24 years,"$20,000 and over",970
2021,Province 12,Lowest quintile,Rented living quarters,Dollars,C1145,5004,Couple families,0 to 24 years,"$25,000 and over",930
2021,Province 12,Lowest quintile,Owned living quarters,Dollars,C1146,6074,Couple families,0 to 24 years,"$30,000 and over",890
2021,Province 12,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1147,2362,Couple families,0 to 24 years,"$35,000 and over",840
2021,Province 12,Lowest quintile,Household operations,Dollars,C1149,3792,Couple families,0 to 24 years,"$45,000 and over",720
2021,Province 12,Lowest quintile,Communications,Dollars,C1150,2102,Couple families,0 to 24 years,"$50,000 and over",640
2021,Province 12,Lowest quintile,Household furnishings and equipment,Dollars,C1151,1420,Couple families,0 to 24 years,"$60,000 and over",480
2021,Province 12,Lowest quintile,Household furnishings,Dollars,C1152,663,Couple families,0 to 24 years,"$70,000 and over",350
2021,Province 12,Lowest quintile,Household equipment,Dollars,C1153,645,Couple families,0 to 24 years,"$75,000 and over",300
2021,Province 12,Lowest quintile,Household appliances,Dollars,C1154,267,Couple families,0 to 24 years,"$80,000 and over",230
2021,Province 12,Lowest quintile,Clothing and accessories,Dollars,C1155,1273,Couple families,0 to 24 years,"$90,000 and over",140
2021,Province 12,Lowest quintile,Transportation,Dollars,C1156,5259,Couple families,0 to 24 years,Median total income,57410
2021,Province 12,Second quintile,Total expenditure,Dollars,C1157,68279,Couple families,25 to 34 years,All income groups,7500
2021,Province 12,Second quintile,Food purchased from stores,Dollars,C1158,8179,Couple families,25 to 34 years,"Under $10,000",110
2021,Province 12,Second quintile,Food purchased from restaurants,Dollars,C1159,1629,Couple families,25 to 34 years,"$10,000 and over",7390
2021,Province 12,Second quintile,Shelter,Dollars,C1160,18598,Couple families,25 to 34 years,"$15,000 and over",7320
2021,Province 12,Second quintile,Principal accommodation,Dollars,C1161,17311,Couple families,25 to 34 years,"$20,000 and over",7260
2021,Province 12,Second quintile,Rented living quarters,Dollars,C1162,3859,Couple families,25 to 34 years,"$25,000 and over",7170
2021,Province 12,Second quintile,Owned living quarters,Dollars,C1163,10077,Couple families,25 to 34 years,"$30,000 and over",7050
2021,Province 12,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1164,3376,Couple families,25 to 34 years,"$35,000 and over",6920
2021,Province 12,Second quintile,Other accommodation,Dollars,C1165,1287,Couple families,25 to 34 years,"$40,000 and over",6790
2021,Province 12,Second quintile,Household operations,Dollars,C1166,4620,Couple families,25 to 34 years,"$45,000 and over",6650
2021,Province 12,Second quintile,Communications,Dollars,C1167,3090,Couple families,25 to 34 years,"$50,000 and over",6450
2021,Province 12,Second quintile,Household furnishings and equipment,Dollars,C1168,3157,Couple families,25 to 34 years,"$60,000 and over",6050
2021,Province 12,Second quintile,Household furnishings,Dollars,C1169,1213,Couple families,25 to 34 years,"$70,000 and over",5510
2021,Province 12,Second quintile,Household equipment,Dollars,C1170,1627,Couple families,25 to 34 years,"$75,000 and over",5210
2021,Province 12,Second quintile,Clothing and accessories,Dollars,C1172,1825,Couple families,25 to 34 years,"$90,000 and over",4170
2021,Province 12,Second quintile,Transportation,Dollars,C1173,8066,Couple families,25 to 34 years,Median total income,95400
2021,Province 12,Third quintile,Total expenditure,Dollars,C1174,87366,Couple families,35 to 44 years,All income groups,9570
2021,Province 12,Third quintile,Food purchased from stores,Dollars,C1175,8184,Couple families,35 to 44 years,"Under $10,000",80
2021,Province 12,Third quintile,Food purchased from restaurants,Dollars,C1176,2429,Couple families,35 to 44 years,"$10,000 and over",9490
2021,Province 12,Third quintile,Shelter,Dollars,C1177,21323,Couple families,35 to 44 years,"$15,000 and over",9450
2021,Province 12,Third quintile,Principal accommodation,Dollars,C1178,20486,Couple families,35 to 44 years,"$20,000 and over",9400
2021,Province 12,Third quintile,Rented living quarters,Dollars,C1179,3892,Couple families,35 to 44 years,"$25,000 and over",9340
2021,Province 12,Third quintile,Owned living quarters,Dollars,C1180,13093,Couple families,35 to 44 years,"$30,000 and over",9280
2021,Province 12,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1181,3501,Couple families,35 to 44 years,"$35,000 and over",9220
2021,Province 12,Third quintile,Other accommodation,Dollars,C1182,838,Couple families,35 to 44 years,"$40,000 and over",9140
2021,Province 12,Third quintile,Household operations,Dollars,C1183,6193,Couple families,35 to 44 years,"$45,000 and over",9040
